title,stars,reviews,price,price_tier,category_name,engagement,KU Status,Bestseller,Editors Pick,Goodreads Choice
"Discover Your Magickal Witch's Garden: Guide To Designing, Planting & Using Your Herbal Sanctuary for Spellwork & Rejuvenation",4.7,0,2.99,Under $5,"Crafts, Hobbies & Home",No Reviews,Kindle Unlimited,No,No,No
"Walk, Jog, Run: A Free-Motion Quilting Workout",4.6,0,11.99,$10-$15,"Crafts, Hobbies & Home",No Reviews,Kindle Unlimited,No,No,No
The New Traditional Woodworker: From Tool Set to Skill Set to Mind Set (Popular Woodworking),4.5,0,17.99,Over $15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
First Steps to Free-Motion Quilting: 24 Projects for Fearless Stitching,4.7,0,12.99,$10-$15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Practical Chess Endings: with modern chess notation (Batsford Chess),4.9,0,15.99,Over $15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Feng Shui for the Soul: How to Create a Harmonious Environment That Will Nurture and Sustain You,4.6,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
"The Very Easy Guide to Lace Knitting: Step-by-step techniques, easy-to-follow stitch patterns and projects to get you started",4.7,0,16.14,Over $15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
"Natural Health Bible for Dogs & Cats: Your A-Z Guide to Over 200 Conditions, Herbs, Vitamins, and Supplements (The Natural Vet)",4.5,0,18.99,Over $15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Mars Attacks (Topps),4.8,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Bohemian Modern: Creative and free-spirited contemporary homes,4.5,0,27.03,Over $15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
"Sweater Workshop, sewn",4.6,0,18.49,Over $15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Cinematic Canines: Dogs and Their Work in the Fiction Film,4.7,0,30.95,Over $15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
New English Paper Piecing: A Faster Approach to a Traditional Favorite,4.5,0,11.99,$10-$15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
101 MORE Items To Sell On Ebay: Learn How To Make Money Reselling Garage Sale & Thrift Store Finds (Home Based Business Guide Books Book 11),4.2,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Knotmonsters: Doctor edition: 23 Amigurumi Crochet Patterns,4.6,0,5.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Kindle Unlimited,No,No,No
The Midwest Native Plant Primer: 225 Plants for an Earth-Friendly Garden,4.7,0,11.99,$10-$15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
The Chesapeake House: Architectural Investigation by Colonial Williamsburg,4.6,0,16.19,Over $15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
"The Ultimate Guide to Regenerative Farming for Beginners: Simple and Effective Indigenous Techniques to Design Sustainable Food Gardens, Save & Improve Soil, and Grow Organic Food Indoors & Outdoors",4.2,0,8.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Kindle Unlimited,No,No,No
"Antique Firearms Assembly/Disassembly: The comprehensive guide to pistols, rifles & shotguns",4.8,0,14.99,$10-$15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Travels With Casey,4.1,0,12.99,$10-$15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Haying Independence: The Ultimate Guide to Small-Farm Hay Production with Your Compact Tractor,5.0,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Maryanne Moodie's Modern Weaver: Where Color Meets Loom,4.2,0,11.99,$10-$15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Problem gelöst! mit Martin Rütter: Unerwünschtes Verhalten beim Hund (German Edition),4.6,0,0.0,Free,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Modern Bargello: How to stitch 15 colourful projects,4.6,0,15.62,Over $15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
The Novice's Guide to Creative Upcycling: DIY Upcycling Hacks for Repurposing Everyday Items Into Functional and Sustainable Treasures,4.8,0,6.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Kindle Unlimited,No,No,No
"New Creative Collage Techniques: How to Make Original Art Using Paper, Color and Texture",4.5,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Success at Home with ADHD: Practical Organization Strategies to Make your Life Easier,4.2,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
"Art of Custom Sneakers: How to Create One-of-a-Kind Kicks; Paint, Splatter, Dip, Drip, and Color",4.8,0,11.99,$10-$15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
The Oxford Illustrated History of the Book,4.5,0,20.99,Over $15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Crochet for Critters: 30 Perfect Patterns to Pamper Pets,4.6,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Flowers and Their Meanings: The Secret Language and History of Over 600 Blooms (A Flower Dictionary),4.7,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
"You Grow, Gurl!: Plant Kween's Guide to Growing Your Garden",4.8,0,18.99,Over $15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
"Building Wood and Resin River Style: The Ultimate Easy-to-Follow Guide to Making Your Own DIY River Table | With Photos, Expert Tips, Masterful Techniques and Inspiring Designs.",4.9,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Kindle Unlimited,No,No,No
Bring Hygge To Your Life: How to Implement a Scandinavian Lifestyle and Make Your Home a Better Place,4.0,0,2.99,Under $5,"Crafts, Hobbies & Home",No Reviews,Kindle Unlimited,Yes,No,No
Alcohol Ink. A Step by Step Guide for Beginners: How to Work with Ink-Based Fluid Art. Basics Supplies Techniques Effects Tips Troubleshooting and 24 Lessons ... & More (Contemporary Art for Beginners),4.3,0,6.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Kindle Unlimited,No,No,No
The Apartment Guide,3.3,0,2.99,Under $5,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
"The Art & Science of Geometric Origami: Create Spectacular Paper Polyhedra, Waves, Spirals, Fractals and More! (More than 60 Models!)",4.5,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Better Than New: Lessons I've Learned from Saving Old Homes (and How They Saved Me),4.5,0,3.99,Under $5,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
"Adventures in Improv Quilts: Master Color, Design & Construction",4.7,0,16.65,Over $15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Stitch and Structure: Design and Technique in two- and three-dimensional textiles,4.5,0,21.8,Over $15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Let it Rot!: The Gardener's Guide to Composting (Third Edition) (Storey's Down-To-Earth Guides),4.5,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Living with Kids and Dogs . . . Without Losing Your Mind,4.5,0,8.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
"Martha Stewart's Very Good Things: Clever Tips & Genius Ideas for an Easier, More Enjoyable Life",4.6,0,1.99,Under $5,"Crafts, Hobbies & Home",No Reviews,Paid,No,Yes,No
Susan's Showy Crochet Flower Patterns: Crochet Patterns for Beautiful and Bold Flowers and Fun Drawstring Bag,4.4,0,4.95,Under $5,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Life is Messy: Organizing Strategies for Your Head & Home,5.0,0,5.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
"Complete Guide To Stabilising: Your essential guide to stabilising fabric for thread sketching, thread painting, and free machine embroidery (Books for Textile Artists)",5.0,0,4.99,Under $5,"Crafts, Hobbies & Home",No Reviews,Kindle Unlimited,No,No,No
Training your own Service Dog The Complete Guide Series: Raising your Service Dog Puppy (Training your Own Service Dog: The Complete Guide Series Book 2),4.5,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Kindle Unlimited,No,No,No
"Orchid Fever: A Horticultural Tale of Love, Lust, and Lunacy (Vintage Departures)",4.5,0,11.99,$10-$15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Underwater: An Avery Barks Dog Mystery (Avery Barks Cozy Dog Mysteries Book 4),4.3,0,2.99,Under $5,"Crafts, Hobbies & Home",No Reviews,Kindle Unlimited,No,No,No
Macramè: 101 Easy Steps for Beginners to Creating Beautiful Plant Hangers for Your Home on a Budget. (Bonus: The five trendiest macramé patterns in the world),4.1,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Kindle Unlimited,No,No,No
"The Herb Book: The Stories, Science, and History of Herbs",5.0,0,14.99,$10-$15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
The Handbook of Interior Architecture and Design,4.6,0,39.07,Over $15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Cattle Kings of Texas,4.8,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Open Source Home Automation: An Introduction into Home Assistant and Open Source Home Automation,3.7,0,0.0,Free,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
The Greek House: The Story of a Painter's Love Affair with the Island of Sifnos,4.3,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
"The NRA Step-by-Step Guide to Gun Safety: How to Care For, Use, and Store Your Firearms",4.6,0,11.99,$10-$15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Kenneth D. King's Smart Fitting Solutions: Foolproof Techniques to Fit Any Figure,4.6,0,23.27,Over $15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
"Horse Genetics, 3rd Edition",4.7,0,39.65,Over $15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Fat Quarter Patchwork Quilts: 12 Beginner Patterns to make with Precut Bundles,4.6,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Love Jelly Roll Quilts: A Baker's Dozen of Tasty Projects for All Skill Levels,4.8,0,2.99,Under $5,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Arthur: The Dog who Crossed the Jungle to Find a Home,4.6,0,9.45,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
The Lawn: A History of an American Obsession,4.3,0,14.99,$10-$15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Sewing for Plus Sizes: Creating Clothes that Fit and Flatter,4.5,0,13.99,$10-$15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
The Filet Crochet Book: More Than 100 Elegant but Simple Country Lace Projects,4.6,0,2.99,Under $5,"Crafts, Hobbies & Home",No Reviews,Kindle Unlimited,No,No,No
"Garden Design & Planning: Specialist Guide: Designing, planning, building, planting, improving and maintaining gardens (Home Gardener's)",4.5,0,8.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
"Ultimate Guide to Basements, Attics & Garages, 3rd Revised Edition: Step-by-Step Projects for Adding Space without Adding on",4.4,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
American Mah Jongg for Beginners: Start Playing Like an Expert with Clarified Illustrations and Successful Game Plans | Step-by-Step Instructions for Novice Players,4.7,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Kindle Unlimited,No,No,No
The BIOLOGY of BONSAI: Demystifying the Art of Bonsai (Okami Gardens Bonsai Series),4.5,0,3.99,Under $5,"Crafts, Hobbies & Home",No Reviews,Kindle Unlimited,No,No,No
"Shih Tzu, Shih Tzu training | Think Like a Dog, But Don’t Eat Your Poop! | Shih Tzu Breed Expert Training: Here's EXACTLY How to Train Your Shih Tzu (Shih Tzu, Shih Tzu training a: Book 2)",4.4,0,4.49,Under $5,"Crafts, Hobbies & Home",No Reviews,Kindle Unlimited,No,No,No
"Organizing for the Creative Person: Right-Brain Styles for Conquering Clutter, Mastering Time, and Reaching Your Goa ls",4.4,0,10.99,$10-$15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Rescue Dog Tales: The Story of Arthur and Sixteen Dogs Who Found Forever Homes,4.6,0,9.87,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Samurai Sword: A Handbook,4.5,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
"Zen Gardens: The Complete Works of Shunmyo Masuno, Japan's Leading Garden Designer",4.8,0,22.79,Over $15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
I Will See You in Heaven (Cat Lover's Edition),4.7,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Teaching Horses with Positive Reinforcement: A Guide to Achieving Success with Clicker Training,4.5,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Mushroom farming for beginners 2023: The complete beginners guide to mushroom cultivation in 2023,2.0,0,3.22,Under $5,"Crafts, Hobbies & Home",No Reviews,Kindle Unlimited,No,No,No
Sleeping with Cats: A Memoir,4.4,0,13.99,$10-$15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Dog Aggression Management: The Comprehensive Training Guide Managing Behavior & Aggressive Prevention In Dogs,4.1,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Quick & Clever Watercolours,4.6,0,17.99,Over $15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Stitch Encyclopedia: Crochet,4.8,0,7.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Easy To Knit Slippers (Weekend Knits Book 1),4.2,0,3.99,Under $5,"Crafts, Hobbies & Home",No Reviews,Kindle Unlimited,No,No,No
Authentic Victorian Fashion Patterns: A Complete Lady's Wardrobe (Dover Fashion and Costumes),4.8,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
The History of Landscape Design in 100 Gardens,4.6,0,39.99,Over $15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Secrets of the Insurance Game: What You Need to Know About Property Damage Claims,4.5,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Edible Landscaping: Foodscaping and Permaculture for Urban Gardeners (The Hungry Garden Book 2),4.3,0,5.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
"The Complete Guide to the Bichon Frise: Finding, Raising, Feeding, Training, Socializing, and Loving Your New Bichon Puppy",4.6,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Retail Design (Basics Interior Design),4.0,0,32.35,Over $15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
What Is a Dog?,4.4,0,12.99,$10-$15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Soldering and Brazing Handbook for Home Machinists: Practical Information and Useful Exercises for the Small Shop,4.3,0,7.49,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
"The Coin Collecting Bible 2023: [6 in 1] The Ultimate Guide for Beginners To Start Your Coin Collection | How to Identify, Value, Preserve and Grow Your Wealth",4.0,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Kindle Unlimited,No,No,No
Border Collie Training: Dog Training for your Border Collie puppy,4.1,0,4.99,Under $5,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Complete Metalsmith: Student Edition,4.4,0,4.99,Under $5,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Free-Motion Meandering: A Beginners Guide to Machine Quilting,4.7,0,11.77,$10-$15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Workshops,4.6,0,15.57,Over $15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Error Coins: Quick Start Guide,3.7,0,0.99,Under $5,"Crafts, Hobbies & Home",No Reviews,Kindle Unlimited,No,No,No
Embroidery: Threads and Stories from Alabama Chanin and The School of Making,4.8,0,16.99,Over $15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Growing Gourmet Garlic for Profit,4.6,0,5.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
The Book of Cosplay Sewing: Starting from Zero,4.8,0,7.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Boxes to Build: Sturdy & Stylish Projects to Organize Your Home & Shop,5.0,0,11.99,$10-$15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Mood Matters: MHERA: An Innovative Assessment Approach to Animal Emotionality in the Treatment of Behaviour Problems,4.8,0,23.7,Over $15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
7 Beautiful and Easy Doily Crochet Patterns: Simple Crochet Doily for Beginners,3.5,0,3.99,Under $5,"Crafts, Hobbies & Home",No Reviews,Kindle Unlimited,No,No,No
Simplify Your Life: 100 Ways to Slow Down and Enjoy the Things That Really Matter,4.2,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Hand Embroidery Made Easy: Step by Step Guide on How to Get Started on Hand Embroidery as A Complete Beginner,4.0,0,2.99,Under $5,"Crafts, Hobbies & Home",No Reviews,Kindle Unlimited,No,No,No
"The Mandala Guidebook: How to Draw, Paint and Color Expressive Mandala Art",4.5,0,12.99,$10-$15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
"Sé el humano que tu perro necesita. Cuida su salud, alimentación y bienestar (Spanish Edition)",4.6,0,7.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
"The Complete Guide to Leopard Gecko Care and Ownership: Covering Morphs, Vivariums, Substrates, Handling, Feeding, Bonding, Shedding, Tail Loss, Breeding, and Health Care",4.8,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Fantastic Origami Sea Creatures: 20 Incredible Paper Models,4.7,0,14.91,$10-$15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Dr. Kellon's Guide to First Aid for Horses: A Quick and Easy Reference to Conditions That Require Emergency Treatment,4.7,0,12.99,$10-$15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Blacksmithing Made Easy: Comprehensive Forging for Beginners Guide on How to Master the Art of Bladesmithing,4.4,0,2.99,Under $5,"Crafts, Hobbies & Home",No Reviews,Kindle Unlimited,No,No,No
Self-Sufficiency for the 21st Century: The Complete Guide to Sustainable Living Today,4.7,0,12.99,$10-$15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
How to Potty Train a Puppy... in 7 Days or Less! The Best Beginner's Guide to House Training Your Pup Quickly and Easily,4.2,0,2.99,Under $5,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
"Chicken Soup for the Soul: Life Lessons from the Dog: 101 Tales of Family, Friendship & Fun",4.8,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Watch Brands And Their History: History And Models Of The Great Watch Brands At A Glance,5.0,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Kindle Unlimited,No,No,No
"Art Forms in Nature by Ernst Haeckel: 100 Downloadable High-Resolution Prints for Artists, Designers and Nature Lovers",4.5,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
SpOil Your Pet: A Practical Guide to Using Essential Oils in Dogs and Cats,4.7,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Meow A Genetic Concert for Cats,4.5,0,14.99,$10-$15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
"RSN: Embroidered Boxes: Techniques, projects & pure inspiration (RSN series)",4.7,0,26.55,Over $15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
"The Cockapoo Way: A Guide to Successful Dog Ownership: Master the Art of Raising, Training, and Caring for Your Cockapoo (Dog Life Guides)",4.4,0,1.99,Under $5,"Crafts, Hobbies & Home",No Reviews,Kindle Unlimited,No,No,No
The Art of Minimalism: A Simple Guide to Declutter and Organize Your Life,4.2,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Kindle Unlimited,No,No,No
"RHS Pruning and Training: Revised New Edition; Over 800 Plants; What, When, and How to Prune",4.7,0,0.0,Free,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
One-Stitch Baby Knits: 22 Easy Patterns for Adorable Garments and Accessories Using Garter Stitch,4.5,0,9.99,$5-$10,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
Manual da Consultora de Imagem: Tudo que eu queria ter ouvido antes de começar nesta profissão (Portuguese Edition),4.7,0,18.29,Over $15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
My Dog Skip,4.5,0,12.99,$10-$15,"Crafts, Hobbies & Home",No Reviews,Paid,No,No,No
"Year Round Vegetable Gardening for Complete Beginners: Easy Steps to Grow Fresh Veggies, Save Money and Provide Healthy Food for Your Family in Just 13 Days",4.7,0,2.99,Under $5,"Crafts, Hobbies & Home",No Reviews,Kindle Unlimited,No,No,No
